Id. de problema,Descripción,Estado,Gravedad,Puntos de la historia,Ruta de acceso del proyecto,Tipo de ubicación,Ruta de acceso,Línea,Columna,Id. de incidente,Vínculo de ayuda,Nombre del ensamblado,Versión de ensamblado,Clave pública de ensamblado,Fragmento
Api.0003,Cambio de comportamiento en la versión de .NET seleccionada,Active,Potential,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\BitacoraView.g.cs,54,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/TEST_IDENNA;component/bitacoraview.xaml"", System.UriKind.Relative);"
Api.0003,Cambio de comportamiento en la versión de .NET seleccionada,Active,Potential,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\BitacoraView.g.cs,54,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/TEST_IDENNA;component/bitacoraview.xaml"", System.UriKind.Relative);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\BitacoraView.xaml.cs,22,8,M:System.Windows.Controls.UserControl.#ctor,,,,,public BitacoraView()          {              InitializeComponent();          }
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\BitacoraView.xaml.cs,22,8,M:System.Windows.Controls.UserControl.#ctor,,,,,public BitacoraView()          {              InitializeComponent();          }
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\BitacoraView.g.cs,40,99,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\BitacoraView.xaml.cs,20,40,T:System.Windows.Controls.UserControl,,,,,UserControl
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\DashboardView.g.cs,58,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\DashboardView.g.cs,58,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Cambio de comportamiento en la versión de .NET seleccionada,Active,Potential,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\DashboardView.g.cs,55,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/TEST_IDENNA;component/dashboardview.xaml"", System.UriKind.Relative);"
Api.0003,Cambio de comportamiento en la versión de .NET seleccionada,Active,Potential,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\DashboardView.g.cs,55,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/TEST_IDENNA;component/dashboardview.xaml"", System.UriKind.Relative);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\DashboardView.xaml.cs,22,8,M:System.Windows.Controls.UserControl.#ctor,,,,,public DashboardView()          {              InitializeComponent();          }
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\DashboardView.xaml.cs,22,8,M:System.Windows.Controls.UserControl.#ctor,,,,,public DashboardView()          {              InitializeComponent();          }
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\DashboardView.g.cs,41,100,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\DashboardView.xaml.cs,20,41,T:System.Windows.Controls.UserControl,,,,,UserControl
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\App.g.cs,78,12,M:System.Windows.Application.Run,,,,,app.Run();
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\App.g.cs,63,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\App.g.cs,63,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Cambio de comportamiento en la versión de .NET seleccionada,Active,Potential,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\App.g.cs,60,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/TEST_IDENNA;component/app.xaml"", System.UriKind.Relative);"
Api.0003,Cambio de comportamiento en la versión de .NET seleccionada,Active,Potential,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\App.g.cs,60,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/TEST_IDENNA;component/app.xaml"", System.UriKind.Relative);"
Api.0003,Cambio de comportamiento en la versión de .NET seleccionada,Active,Potential,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\App.g.cs,56,12,T:System.Uri,,,,,"this.StartupUri = new System.Uri(""MainWindow.xaml"", System.UriKind.Relative);"
Api.0003,Cambio de comportamiento en la versión de .NET seleccionada,Active,Potential,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\App.g.cs,56,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"this.StartupUri = new System.Uri(""MainWindow.xaml"", System.UriKind.Relative);"
Api.0003,Cambio de comportamiento en la versión de .NET seleccionada,Active,Potential,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\App.g.cs,56,12,T:System.Uri,,,,,"this.StartupUri = new System.Uri(""MainWindow.xaml"", System.UriKind.Relative);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\App.g.cs,56,12,P:System.Windows.Application.StartupUri,,,,,"this.StartupUri = new System.Uri(""MainWindow.xaml"", System.UriKind.Relative);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\App.xaml.cs,42,8,T:System.Windows.StartupEventArgs,,,,,protected override void OnStartup(StartupEventArgs e)
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\App.xaml.cs,22,8,M:System.Windows.Application.#ctor,,,,,public App()          {              var services = new ServiceCollection();              ConfigureServices(services);              ServiceProvider = services.BuildServiceProvider();          }
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\App.xaml.cs,22,8,M:System.Windows.Application.#ctor,,,,,public App()          {              var services = new ServiceCollection();              ConfigureServices(services);              ServiceProvider = services.BuildServiceProvider();          }
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\App.xaml.cs,18,31,T:System.Windows.Application,,,,,Application
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\MainWindow.xaml.cs,33,8,T:System.Windows.RoutedEventArgs,,,,,"private void ListBoxItem_Selected(object sender, RoutedEventArgs e)"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\MainWindow.xaml.cs,24,8,M:System.Windows.Window.#ctor,,,,,public MainWindow()          {              InitializeComponent();              // Pedimos al contenedor que nos dé el MainViewModel con todo incluido              //this.DataContext = App.ServiceProvider.GetRequiredService<MainWindow>();              /*var registroVm = new RegistroViewModel();              registroVm.CargarDatos();*/          }
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\MainWindow.g.cs,84,12,T:System.Windows.RoutedEventHandler,,,,,((System.Windows.Controls.ListBoxItem)(target)).Selected += new System.Windows.RoutedEventHandler(this.ListBoxItem_Selected);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\MainWindow.g.cs,84,12,T:System.Windows.RoutedEventHandler,,,,,((System.Windows.Controls.ListBoxItem)(target)).Selected += new System.Windows.RoutedEventHandler(this.ListBoxItem_Selected);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\MainWindow.g.cs,84,12,E:System.Windows.Controls.ListBoxItem.Selected,,,,,((System.Windows.Controls.ListBoxItem)(target)).Selected += new System.Windows.RoutedEventHandler(this.ListBoxItem_Selected);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\MainWindow.g.cs,66,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\MainWindow.g.cs,66,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Cambio de comportamiento en la versión de .NET seleccionada,Active,Potential,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\MainWindow.g.cs,63,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/TEST_IDENNA;component/mainwindow.xaml"", System.UriKind.Relative);"
Api.0003,Cambio de comportamiento en la versión de .NET seleccionada,Active,Potential,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\MainWindow.g.cs,63,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/TEST_IDENNA;component/mainwindow.xaml"", System.UriKind.Relative);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\MainWindow.xaml.cs,24,8,M:System.Windows.Window.#ctor,,,,,public MainWindow()          {              InitializeComponent();              // Pedimos al contenedor que nos dé el MainViewModel con todo incluido              //this.DataContext = App.ServiceProvider.GetRequiredService<MainWindow>();              /*var registroVm = new RegistroViewModel();              registroVm.CargarDatos();*/          }
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\MainWindow.g.cs,49,83,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,TEST_IDENNA\TEST_IDENNA.csproj,File,TEST_IDENNA\obj\x86\Debug\MainWindow.g.cs,49,53,T:System.Windows.Window,,,,,Window
